Comment,Target
sabkuch galat hai fir jutte khate rehe hain udhar pakistan me sab khatam hai bangladesh me roz mare ja rahe hain yahan pe har hafte hyderabadi gunde aur congressi aur regionalparties ke dalle gand mar rahe hain inko full support de rahe hain aur ham log orality ka lecture lekar bas kaan me tel dala ke ek dusare ko ye galat hai hinduo ko aise nahi bolna chaiye apna code of conduct banate rahe aur apas me chutiyapa failayen,1
ghanta Ab har har mahadev bol kar aayenge aur saare adharmi jihadi rakshaso ko maar denge hum Tu chuya bante reh secularism ke naam pe Hum toh wohi karenge jo sahi hai,1
tere jaise nallo ke wajah se hi bengal se Bangladesh bana hai,1
Jiski b gati hti h use saza milt hi h chahe der sawer kyu na hoe,0
shaheen bag m kisi ko point out krk nahi bola tha kuch,0
Ese log hi Bharat ka naam mitti m milaate hain,0
us wqt vo b galat the Or ab ye b gaat hai Point is straight,0
this is not our culture you fools is,0
bhai itney saal bohut samjdari dekaya isliya aaj yah haal ha baki tho aap samjdaar ha,0
are bhai kuch toh soch kr bola kro,0
lol bhai kya reply diya Hahahah apna kaam kar Ab to vo bolna band kar gaya bhai Aise hi bolunga bhai main bhi jab kisi aadmi ko koi galat cheez galat lagegi Koi bhi objection karega kisi bande pe ki vo violence instigate kar tha hai to main bolunga ki apna kaam kar,0
Pakistan develop bhi toh nai karra h jo jo jagah mai aisa hora waha kabhi santi nai h like kasmir abhi tab peace nai h issiliye galat kadam chal kya hi faida bolna asans mere liye i know but thats thr truthtake care brother,0
Tum log bs Hindu muslim karte karte he mar jaoge,0
your father grandfather could not finish usThen wait a min who aree you,0
Ghanta kuch nhi hone wala,0
min ka time manga tha tab avaj nahi uthayi to iska b virodh mat karna mulle kaate jayenge,1
par Congress k kisi mantri ne Ye nahi bola hindu kaato zara ye dekh aaam insaan nahi ek neta aisi baate kr raha hai,0
la ilaha illala se kya taklif bhai Ved ki line ya bhagwat geeta ki lino me jab bhagwan ki baat ho toh uspe bhi ham bole kyasachme itne andhe ho bhai,0
af gawar vo line ka meaning padh Geeta me kaha likha hai there only god and no other god Ved padh le chumtye,1
af bola hai Jake videos dekh Owaisi ka dekh video min police hatao hindu kat dalenge Tab kidhar tha re atankvadi,1
af quran ke ek ek verses nikalunga na bhai Hate speech me aayega sab Rehne de,1
ok mere bhai gaur se suno Wars har religion me huye har holy book me hai that doesnt mean War ka aadesh hai koi bhi holybook ki lines with context pufhna rehta haiin mahabharat Bhagwan shri krishna told arjun to kill his brothers Was that aadesh to everyone Nahi na same way bro mecca pe hampa hora tha toh muslims eere ordered to kill those invading jews with context pdhna sikh,0
one god wali line toh ved me bhi hai toh aapka logic gu kha raha hai bhai,1
Allahu akbar jay shri ram,0
owaisi Bhot bada leader hai national level ka Jaise bjp ya congress Jaise Sare hindu bjp ko support krte waise sare muslim usko karte Mere jaise muslim toh bhai uske mu pe bhi na thuke chutiye kwaisa tu bhulraha hai ashfaqullah khan kis dharm ka tha ya apj abdul kalam,0
waise google krle vaibhav raut naam k insaan ka naam,0
af abey uska matlab dekh Matlab padh Ye nahi hai ki there is no other god accept allah It doesnt say kill kafirs and those who do not believe in allah Bhai bahut verses hai quran ki jo bolni nahi hai,0
af abey wars ki baat nahi Islam me baki bhi chize hai likhi hui which is regressive,0
af aur sun le muslims burnt bengaluru for a FB post They chanted hinduo ki kabar khudegi Abhi lakh logo ne rally nikala toh kill a person Tab gyan kidhar gaya APJ ko toh hum welcome karte hai Kuch muslims hi unko gaali dete hai kyuki vo hindu murti pooja karte the Kaha jate ho tum jab amantulla khan bolta hai inhone teen talak kiya Mandir kiya Ab inko jawab denge Kaha jate ho jab hindus ko defame kiya jata hai Love jihad ke hazaro cases hai Kaha jate ho tab tum,1
af aur sun re hinduo ko citizenship dene ka CAA ke liye muslims ne oppose kiya Aaj vo hindu ke years ke bete pe blasphemy ka crime lagaya pakistan ne Unke mandir tod diye gaye Hindu apne hi desh me citizenship le raha hai aur muslims ko taklif kyu hai,0
af vaibhav raut kya bata raha hai Tahir hussain search kar kaun hai Osama bin laden dekh kaun hai Vo radical zakir naik search kar kaun hai Muslms destroyed hindu temples Looted somnath and other temples Histry mat khulva,0
Does suar means Muslim where this definition is written,1
Ye Same Rally Mohd ali Road Pe Nikalo Tab Maanu Mard Ki Aulaad Ho,1
Teri maki chut bhosdike tumhare andar dam nhi jo hamse mukabla krlo,1
Madar chod tumhari bhen chod dalege ham,1
Behatareen proud of you guys DIL CHU GAYE TUM TOH,0
Abhi maza ayega na bhidu,0
agar ham unke jese ban jaege toh hame or unhme kya difference,0
danceact agreed bhai liberal nhi bole us time but yehi to frk h liberandu aur samjhdar m,1
Aur iss statement se hum agree nahi karte ghanta kuch hua hai abhi tak ki backfire hoga matlab kuch bhi,0
also gustakherasool ki ek hi saza sar tan se judaand hum crores ko katenge crores hote hue b,1
Hinduo se azaadi wale slogans hote to yaar sab thik hota I guess,0
Maa chudaye ye log,1
bc ab historycom se padhega sanatan ko matlab naklipan ki hadd ho gayi,1
These people can be managed This is a small group but nothing in comparison to the lakhs of Muslims who chanted sar tan se juda,1
Chutiye ho gye h sab,0
Based toh based howe,0
Jai shree raam,0
or sabse badi baat ye saare converted h bas,0
Why Why they do these things using gods name Just shoot these Mother fuckers right away,1
bigad gaye,0
janede chutiya extremist hai wo,1
isiliye chutiye ho tum,1
mera baap bhen ka loda nahi haibacche padhai karle,1
ok bacche,0
not going to give a fuck on ur replied nowburnol lagao chote,1
jb koyee baato se na smjhe toh unhee unke bhasha mai smjha na hotta h,1
Hindustan mai rehna hogga ram ram kehna hoga,1
Hamari aur hamare gahr walon ki chinta mat karo ham jahan ke hain wo apne aap me ham logon ke bare me bahot bolta kehta hai baki jitna comment me type kar rahi ho utna kaleja bhi hai to badhai ho Jai shri Ram,0
chutiya h tu,1
kisi mulle ki aukaad nhi jo mereko hijab me dal ske haath k ke ussi ko thama dutere ghar ki auraton ko koi mullah hijab aur burqa me zaroor dal skta h aur teri maa behno se bartan chulha chauka krwata par mere jeete ji kisi mai ke lal me himmat nhi hai mere saath aisa krne ki,1
what religion tou belong to My Dharma teaches me to be righteous and do the right thing,0
Kuch rw k chutiye isko glt keh rhe h,1
tu jaa bengal me samajh jayega tu Saara secularism nikal jayega tera,1
haa hona hi padega Hamare Chatrapati Shivaji Maharaj in mlechho se lad ke swaraj ki sthapana ki thi,0
lol what This is the only solution right now Go to bengal sara secularism nikal jayega tera,0
this is the only situation If you dont believe Go and live in bengal for day and chant Jai Shri Ram once Tera sara secularism nikal jayega,0
JNU wale Hindu ki kabrh khudegi slogan bol rahe the ab karma wapus aagya,1
its not bad This is the only solution to these radical insects,0
i never saw any muslim saying islamic terrorists and you are here being sickular Go to bengal Tere jaise kafiro ko hi maara jaa raha hai udhar,1
in bengel it is not hindumuslim It is bjp vs tmcyou will realize fuking truth when you grow up,1
vo fake news thi zee news had shared a fake video and no one wanted to kill others in JNU,0
hein News report hai isme Chutia bolne wala kya hai bhai Ye kisi hindu ya muslim ka page nhi hai,1
tb tum jaante the mujhe jab jnu m nare lge the jnu wle nare lgane wle gaddar aur deshdrohi the bhai,1
there is no other way Go to Bengal of you think peace and secularism works,0
apna secularism apni gd me ghusa This is the only solution Israel knows it And thats why israel is one of the strongest countries in the world,1
bhai jab unhoney bola ki hinduo ki kabar khudegi tab tho kohi nhi bola bhai,0
Kya farak reh gaya hum me aur padosi chutiye desh walo me sharam aane ki baat hai,1
ghanta Jake dekh chutie Tera secularism tujhe ek din bhaari padega Fir rona mat ki humne kaha nahi tha Hum bachane nahi aayenge,1
Its nothing infront of Sar Tan se Juda,1
Jai Shri Ram se dar gaye ye log ab tho Har Har Mahadev Baaki hai,0
spoiler teri ammi ko choda tha kya ye logo ne,1
bhai fake account bhi reh sakta,0
Bohot hard Bohot hard,0
Ek kaam kr naa bhai Ye video waalo ko hi bhej de wha Ye khol denge sabki aakhe Theek,0
Need an asylum for all such people from all religions,0
Bhosadike alla hu akhbar bolne wale secular aur Jai shree Ram kehene wale terrorist Ye kya kanun hai Aur alla hamara hai hi nahi Raam hi antim sach hai Jay Shree Ram,1
ohh hello mungda genocide b mention kijiye jahan Rohingya ne maar daala even bacho ko b me,0
now a days action gets reaction This is reaction Hindu ab so nahi raha,0
This was something not to be spoken there If you know what I mean,0
HINDU EKTA ZINDABAAD,0
Har har mahadev,0
Kya gana tha award milna chahiye,0
Ohh bhai,0
Humlog ko bolre Pakistan jao jhatu log apna baaap ka samjha rakha hai ollog ne,1
Sapne dekhna aachi baat hai par jo pure nhi kar sakte uske bare mein socho bhi mat,0
Aapne ye sab dikha k hindu muslim logo ko nafrat dil mein daal diya kabhi ye bhi pta kro bihaar k nalanda k gao mein masjid mein saare hindu log namaaj padte hain aapne muslim bhaiyo ye nhi btaya Aap jaise midea aor sarkar ko thukta hun main v jo sirf hindu muslim karte ho,0
RAM RAM jaldi hoga HINDU RASTH,0
ye baat arab se aye Charvaho se Pucho jo bhed bakari charane hindustan aye the rhne diya jata hai to Ijjat se rahe haq hamane ki jarurat Nhi hai sir dr abdul kamal ji ke bare me kisi ne kbhi galat comment ka koi galat tippadi ki ho agr to btaiyega Aur apko lgta h ki yha anti Muslims ho rha h to jake arab desho me hme utna hi haq dilaiye jitna hindustan me jataya jata hai ek Vishesh samuday k Dvara,0
They r ruining Hindutvas reputation,0
u r a teririost and u should hate asmani kitab,1
Abe kati lulli,1
Jay shri Ram,0
yeah that song wasa chala jao bhai Hamra tension khatam ho Jaya ga,0
I jus asking hindu people why they are so much afraid of muslim community,1
just shout allha hu akbar in a public place and then shout JAi shree Ram you will get the answer,0
do someone has to do PhD in Quran to shout Allha hu Akbar i just answered your question,0
JAI SHREE RAM Didi,0
Fuddu,1
han lawde baki sab ke andr toh pyar bhar hua hai na,1
we sanathan dharam Hindu ppl only HATE THOSE MAJORITY not All,0
Muslim country Sirf Pakistan tou nh or bhi Muslim countries hyn or agr India m Muslim nh reh skty tou jitny Hindu other countries mai rehty unko b udr se nikalo or India wapis Bhyjo,1
Jai jai shree Ram,0
How illiterates supporting these terrorist in commts,1
or ja Bhai Ab daffa hoja because not having much time to argue with fool nd Mad Person,1
Loduu lalitt kame chadi jaaw,1
Kisike baapka nhi hai india,1
Tum log bhot ache kharab sirf tum toh acchi Kom ho na ladai tum toh krte nhi ho,0
yeah like you,0
Real atankwadi,1
Rana tum jese logo ki vajah se hi Kashmiri pandit walaa seen hota hai jab desh me hi dushamn ho toh bhar ke kiyu marege,0
Shi hai tum jese kisi high level par nhi jab itna bolte hi agar hote toh pata nhi mujhe toh lagta hai koi relation hai kya muslim se,0
Muslim countries yah muslim people se koi fund aya other money jesa kuch arha hai kya joo woh log itne masoom aur pyaare lagte hai,0
And What About this Gaddarenabi ki ek hi saja sir tan se juda sir tan se juda isnt it enough peaceful But you wont show it coz your ANTIINDIA brain just thinks about Muslims If muslim does shit theyre called Peaceful Protesters and if in response government took action to suppress their peaceful stone pelting theyre called Aggressor Hight of Hypocrisy,1
hnn teri behen ko chode the or teri maa ko bhi tb tu reply krne aaya teri jali to hm bhi samjh rhy h,1
They will make hindu rashtra,0
Tohar bosda ma bhagwa chayaga ga,1
Apne bur me laga ly,1
Rana Ayub tumhe ek fact batata hu chalo yahaa ki chodo puri duniya ma inhone aatank falaa rakha ha vahaa hindu rehte ha seria ma hindu rehte ha ye ek dusro ko hi maar rahe ha puri duniya ma,0
saalo tak inhone humaari sanskriti ko khatam karna chaha aur converted kiya aur laakho logo ki jaan ek hi din ma lete the ye bohot hi gaddar Kom ha jahaa ye majority ma ha vahaa ka haal mujhe explain karne ki bhi jarurat nahi ha,1
kashmir me tere baap log ko bola hai marne ko bhosidkee bhdve koun khtre me hai kashimir dekh leeor har jahe pather fakena bhdve wo,1
hahahah sikh guru wo ko auranzabe ne juute pe rkah ker mar dala per ye sikh bhdve jhatu hai or afganistan me sikh ko convert kiya jaa rha per india me muslim sikhi boi boi bhosdike ke sardar lwdeuuu sudher jaa,1
Ye sab ek din anjam tak jarur pahochege ye sab kafir he beshaq mera allah in qafiro se apna badla jaroor lega ye log jahnnum ke haqdar he to plz aap sab inhe jo karna he karne do or hoga vo ji mera allah chahega ye sab din kutte ki mout marege sale ye jaat vivad felane wale plz suppourt karo or dua karo hame jung ki jarurat nahi he or jab ham jung karege tab ye sale qafir nagge paav bhagege,1
minority bc apna growth rate dekho ek ghar mein bache karte ho woh bhi biwiyo ke sath kahe ka minority hai yeh aur genocidal song door ki baat hai kashmir jao waha ka HINDU GENOCIDE dekho jaha hinduon ko behrehmi se marr rahe hai bc,1
music industry be like jab budget kam ho to aise hi hagna chahiye,0
Mulo jao Pakistan kya line he,1
Inki shakle dekho ye singers ki aesa lagta he ye is dharti par bas nafrat hi phelane ke liye peda huwe he or mar ke hamesha hamesha ke liye Nark me jalna he bas inhe,1
and navyug give birth to you in gufa remember,1
Tumhari man ka bhosda bhugol,1
To galt kya khe rhe hai is mai shudhar jao,0
Mast gana h,0
Apne baap dadao ko puchh lo hmm hi niklenge tumhare purvaj Islamic countrys ko dahla Deni Vali nupur Sharma ko juka do itna in katmullo me dam ni hai,1
Miya madarod,1
Thankyou lodi hinduo ki itni tarif karne ke liye jai shree ram,0
India is HINDUSTAN NATION OF HINDUS,0
Aisa kbhi Mumbai Mai aake kro gaand Mai danda daal k muu say nikaalenge,1
Slow jehadi mr rana ayub,1
Terristbjp,1
Jai sree ram,0
Sorry to say btw aap bhi ek tareeke se politician ka kaam krri ho ye posts daalke aap bhi bhadka ri ho hindu muslims ko unke khilaf aur rhi baat in sb cheezo ki naah toh ye kuran mein likha hai naa hee bhagwat geeta mein ki hindu muslim ko unke dharam ke naam pe bhadkaya jaaaye aur wo ek dusre ke khoon ke pyaase bn jaaye so mam aapse ye hee request hai ki aap ye sb posts naa upload kre Aap mature hai aap sb baato ko smjhti hai so is desk mein peace laane ki koshis kre dange bhadkane ki nhi,0
bhai line mst hai aapki,0
Teri maa ki chut dalli jab hinduo ke sath galat hota hai tab tum apni maa chhud wane kaha chale jate ho bhan ke lodo,1
haan dekhi humne tumhari aukaat kitni tamiz hai tujhe,1
sapna acha h aao pehle mera murder krdo tm,0
Tum jasi ko ye chiz kase highlight krti ho jo kashmir mei hua in dino un chizon ko b dikha diya kro apni pith ka gandd kha dikhega didi ko,1
how can oppress Sensless batein na kia karo guu kha kha ke dimag mein bhar gya hai tumhare salon pehle masjid todte ho phir faltu ke case lagate ho maar peet karte ho har jagah tum hare jhat bhumi hai ye bolte ho saalo phir kehte ho hindutwa khatre mein haitum saale vulgarity phailane wale mazhab wale subse ganda hai tumhare mazhab or wo brahma ka kya jo apne beti se hi shadi kiya hai,1
kya bak raha hai bey,0
pls speak Hindi or English chutiya,1
dude you live in india you are defending those hindu mobs the video is in hindi you are still saying what is chutiya i am taking in hindi okay,1
hindu mobs are everywhere even you are the one,0
Didi jaao Pakistan itna hi drd hua to aapko,0
aby yrr hnn bhai mera ghr bhi phle hindu temple thaa ajib log h yrrr,0
slaves abhi arab countries ne kesi naak kati tumhari agya hoga swad,1
Pura video mein Ram Ji ka name aagaya bas woh sun liya maan shant hogaya Jai Shri Ram,0
bhosdik madadrchod jaise wo apne baap registan se laake banaya tha madarchodo ne yahi ka pasia loota sal converted scum bhosdi madarchod,1
bhosdik heera gufa yaad h ki nhi madarchod bulla,1
tf tmhare bhadwe buhabaad se to better h pdf sala,1
Bohot hie badiya song hai ye,0
